"","geoid","region_type","region_name","year","measure","value","measure_type"
"1",51013,"county","Arlington County, Virginia",2019,"perc_2sfca30",0.834586466,"percentile"
"2",51013,"county","Arlington County, Virginia",2019,"college_capacity",NA,"count"
"3",51013,"county","Arlington County, Virginia",2019,"perc_3sfca",0.729323308,"percentile"
"4",51013,"county","Arlington County, Virginia",2019,"norm_3sfca",16.08815032,"index"
"5",51013,"county","Arlington County, Virginia",2019,"3sfca_capacity",1.171432465,"index"
"6",51013,"county","Arlington County, Virginia",2019,"norm_2sfca",14.74395189,"index"
"7",51013,"county","Arlington County, Virginia",2019,"2sfca30_capacity",0.027872495,"index"
"8",51059,"county","Fairfax County, Virginia",2019,"3sfca_capacity",1.487004217,"index"
"9",51059,"county","Fairfax County, Virginia",2019,"norm_3sfca",20.4221311,"index"
"10",51059,"county","Fairfax County, Virginia",2019,"college_capacity",4042,"count"
"11",51059,"county","Fairfax County, Virginia",2019,"2sfca30_capacity",0.040640596,"index"
"12",51059,"county","Fairfax County, Virginia",2019,"perc_2sfca30",0.887218045,"percentile"
"13",51059,"county","Fairfax County, Virginia",2019,"norm_2sfca",21.49800346,"index"
"14",51059,"county","Fairfax County, Virginia",2019,"perc_3sfca",0.766917293,"percentile"
"15",51107,"county","Loudoun County, Virginia",2019,"perc_2sfca30",0.518796992,"percentile"
"16",51107,"county","Loudoun County, Virginia",2019,"2sfca30_capacity",0,"index"
"17",51107,"county","Loudoun County, Virginia",2019,"norm_2sfca",0,"index"
"18",51107,"county","Loudoun County, Virginia",2019,"3sfca_capacity",0.047602759,"index"
"19",51107,"county","Loudoun County, Virginia",2019,"norm_3sfca",0.653763969,"index"
"20",51107,"county","Loudoun County, Virginia",2019,"college_capacity",NA,"count"
"21",51107,"county","Loudoun County, Virginia",2019,"perc_3sfca",0.120300752,"percentile"
"22",51153,"county","Prince William County, Virginia",2019,"norm_3sfca",1.040725441,"index"
"23",51153,"county","Prince William County, Virginia",2019,"college_capacity",1515,"count"
"24",51153,"county","Prince William County, Virginia",2019,"perc_2sfca30",0.556390977,"percentile"
"25",51153,"county","Prince William County, Virginia",2019,"3sfca_capacity",0.075778728,"index"
"26",51153,"county","Prince William County, Virginia",2019,"perc_3sfca",0.157894737,"percentile"
"27",51153,"county","Prince William County, Virginia",2019,"2sfca30_capacity",0.000794,"index"
"28",51153,"county","Prince William County, Virginia",2019,"norm_2sfca",0.419886663,"index"
"29",51510,"county","Alexandria City, Virginia",2019,"norm_2sfca",13.9745278,"index"
"30",51510,"county","Alexandria City, Virginia",2019,"perc_3sfca",0.781954887,"percentile"
"31",51510,"county","Alexandria City, Virginia",2019,"2sfca30_capacity",0.026417948,"index"
"32",51510,"county","Alexandria City, Virginia",2019,"norm_3sfca",21.26745043,"index"
"33",51510,"county","Alexandria City, Virginia",2019,"perc_2sfca30",0.77443609,"percentile"
"34",51510,"county","Alexandria City, Virginia",2019,"college_capacity",NA,"count"
"35",51510,"county","Alexandria City, Virginia",2019,"3sfca_capacity",1.548554768,"index"
"36",51600,"county","Fairfax City, Virginia",2019,"perc_2sfca30",0.84962406,"percentile"
"37",51600,"county","Fairfax City, Virginia",2019,"college_capacity",NA,"count"
"38",51600,"county","Fairfax City, Virginia",2019,"norm_3sfca",12.03362848,"index"
"39",51600,"county","Fairfax City, Virginia",2019,"2sfca30_capacity",0.02979301,"index"
"40",51600,"county","Fairfax City, Virginia",2019,"3sfca_capacity",0.87620906,"index"
"41",51600,"county","Fairfax City, Virginia",2019,"norm_2sfca",15.75986311,"index"
"42",51600,"county","Fairfax City, Virginia",2019,"perc_3sfca",0.661654135,"percentile"
"43",51610,"county","Falls Church City, Virginia",2019,"perc_2sfca30",0.842105263,"percentile"
"44",51610,"county","Falls Church City, Virginia",2019,"college_capacity",NA,"count"
"45",51610,"county","Falls Church City, Virginia",2019,"norm_3sfca",13.13509445,"index"
"46",51610,"county","Falls Church City, Virginia",2019,"2sfca30_capacity",0.028611088,"index"
"47",51610,"county","Falls Church City, Virginia",2019,"3sfca_capacity",0.956410511,"index"
"48",51610,"county","Falls Church City, Virginia",2019,"perc_3sfca",0.684210526,"percentile"
"49",51610,"county","Falls Church City, Virginia",2019,"norm_2sfca",15.13465161,"index"
"50",51683,"county","Manassas City, Virginia",2019,"perc_3sfca",0.353383459,"percentile"
"51",51683,"county","Manassas City, Virginia",2019,"3sfca_capacity",0.144788012,"index"
"52",51683,"county","Manassas City, Virginia",2019,"2sfca30_capacity",0.00214142,"index"
"53",51683,"county","Manassas City, Virginia",2019,"norm_2sfca",1.132765133,"index"
"54",51683,"county","Manassas City, Virginia",2019,"perc_2sfca30",0.586466165,"percentile"
"55",51683,"county","Manassas City, Virginia",2019,"norm_3sfca",1.988481094,"index"
"56",51683,"county","Manassas City, Virginia",2019,"college_capacity",NA,"count"
"57",51685,"county","Manassas Park City, Virginia",2019,"college_capacity",NA,"count"
"58",51685,"county","Manassas Park City, Virginia",2019,"2sfca30_capacity",0.002050792,"index"
"59",51685,"county","Manassas Park City, Virginia",2019,"perc_3sfca",0.390977444,"percentile"
"60",51685,"county","Manassas Park City, Virginia",2019,"3sfca_capacity",0.160485216,"index"
"61",51685,"county","Manassas Park City, Virginia",2019,"perc_2sfca30",0.578947368,"percentile"
"62",51685,"county","Manassas Park City, Virginia",2019,"norm_2sfca",1.084825064,"index"
"63",51685,"county","Manassas Park City, Virginia",2019,"norm_3sfca",2.204062424,"index"
"64",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"college_capacity",NA,"count"
"65",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"norm_2sfca",22.16617765,"index"
"66",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"3sfca_capacity",1.541122298,"index"
"67",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"perc_3sfca",0.714210526,"percentile"
"68",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"2sfca30_capacity",0.047619128,"index"
"69",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"perc_2sfca30",0.896315789,"percentile"
"70",51013100100,"tract","Census Tract 1001, Arlington County, Virginia",2019,"norm_3sfca",16.49386686,"index"
"71",51013100200,"tract","Census Tract 1002, Arlington County, Virginia",2019,"norm_2sfca",22.03811711,"index"
"72",51013100200,"tract","Census Tract 1002, Arlington County, Virginia",2019,"3sfca_capacity",1.938177979,"index"
